CUSTOMER_SK,GEOGRAPHIC_ID,POLICY_ID,PURCHASE_DATE,INSURANCE_PRODUCT,COVERAGE_AMOUNT,PREMIUM_AMOUNT
32248,IN-3,G,20210813,policy1,583477,2805
32248,IN-3,G,20210813,policy1,583477,2805
32248,IN-3,G,20210813,policy1,583477,2805
32249,IN-9,F,20210813,policy4,411144,1571
32249,IN-9,F,20210813,policy4,411144,1571
32250,IN-2,G,20210813,policy5,784584,3517
32250,IN-2,G,20210813,policy5,784584,3517
32250,IN-2,G,20210813,policy5,784584,3517
32250,IN-2,G,20210813,policy5,784584,3517
32251,IN-14,B,20210813,policy2,626167,2659
32252,IN-19,B,20210813,policy1,156842,3892
32253,IN-16,B,20210813,policy3,677586,3479
32254,IN-28,B,20210813,policy2,203750,4662
32254,IN-28,B,20210813,policy2,203750,4662
32254,IN-28,B,20210813,policy2,203750,4662
32254,IN-28,B,20210813,policy2,203750,4662
32254,IN-28,B,20210813,policy2,203750,4662
32254,IN-28,B,20210813,policy2,203750,4662
32255,IN-1,F,20210814,policy1,135795,4535
32255,IN-1,F,20210814,policy1,135795,4535
32256,IN-27,G,20210814,policy1,650138,4259
32256,IN-27,G,20210814,policy1,650138,4259
32257,IN-2,F,20210814,policy3,187453,3247
32258,IN-17,F,20210814,policy1,149932,2433
32258,IN-17,F,20210814,policy1,149932,2433
32258,IN-17,F,20210814,policy1,149932,2433
32259,IN-33,G,20210814,policy2,570732,819
32259,IN-33,G,20210814,policy2,570732,819
32260,IN-13,B,20210814,policy5,134796,2740
32261,IN-27,F,20210814,policy1,602630,4655
32262,IN-8,F,20210814,policy5,160615,3753
32263,IN-23,G,20210814,policy1,615278,4702
32264,IN-27,B,20210814,policy1,477212,3016
32265,IN-14,G,20210814,policy5,522521,4609
32265,IN-14,G,20210814,policy5,522521,4609
32265,IN-14,G,20210814,policy5,522521,4609
32266,IN-27,F,20210815,policy1,609781,4194
32267,IN-24,B,20210815,policy1,743970,4269
32268,IN-18,F,20210815,policy1,743746,1473
32268,IN-18,F,20210815,policy1,743746,1473
32269,IN-31,B,20210815,policy3,146960,2729
32269,IN-31,B,20210815,policy3,146960,2729
32270,IN-2,F,20210815,policy1,765626,4547
32271,IN-11,I,20210815,policy2,960833,1614
32271,IN-11,I,20210815,policy2,960833,1614
32272,IN-8,B,20210815,policy5,871522,1294
32273,IN-1,G,20210815,policy3,956509,3004
32274,IN-12,G,20210815,policy1,876001,1975
32275,IN-9,G,20210815,policy5,50001,1168
32275,IN-9,G,20210815,policy5,50001,1168
32275,IN-9,G,20210815,policy5,50001,1168
32276,IN-13,B,20210815,policy3,545603,4492
32277,IN-14,F,20210815,policy4,278818,1698
32277,IN-14,F,20210815,policy4,278818,1698
32278,IN-23,F,20210815,policy4,319760,3830
32279,IN-14,F,20210815,policy5,242331,2671
32279,IN-14,F,20210815,policy5,242331,2671
32279,IN-14,F,20210815,policy5,242331,2671
32279,IN-14,F,20210815,policy5,242331,2671
32280,IN-14,G,20210815,policy5,816323,4112
32280,IN-14,G,20210815,policy5,816323,4112
32280,IN-14,G,20210815,policy5,816323,4112
32281,IN-21,B,20210815,policy1,149775,3682
32281,IN-21,B,20210815,policy1,149775,3682
32281,IN-21,B,20210815,policy1,149775,3682
32282,IN-6,B,20210815,policy5,831883,4571
32283,IN-18,B,20210815,policy5,721768,3622
32283,IN-18,B,20210815,policy5,721768,3622
32284,IN-25,I,20210815,policy5,733735,4658
32284,IN-25,I,20210815,policy5,733735,4658
32285,IN-33,B,20210815,policy3,354281,1959
32286,IN-4,F,20210815,policy3,680111,1590
32286,IN-4,F,20210815,policy3,680111,1590
32287,IN-33,F,20210815,policy4,251184,690
32287,IN-33,F,20210815,policy4,251184,690
32288,IN-5,F,20210815,policy5,91089,1338
32289,IN-26,F,20210815,policy1,950149,1213
32290,IN-14,I,20210815,policy3,940573,3536
32291,IN-3,F,20210815,policy2,964897,4276
32291,IN-3,F,20210815,policy2,964897,4276
32292,IN-8,B,20210815,policy2,791603,2364
32293,IN-26,B,20210815,policy2,460038,1204
32294,IN-30,G,20210815,policy1,630696,4572
32295,IN-18,F,20210815,policy2,887517,3150
32296,IN-34,G,20210815,policy1,784999,2996
32297,IN-34,I,20210815,policy5,896409,4618
32298,IN-20,B,20210815,policy5,532834,4511
32298,IN-20,B,20210815,policy5,532834,4511
32299,IN-23,F,20210815,policy4,366091,2349
32299,IN-23,F,20210815,policy4,366091,2349
32300,IN-32,I,20210816,policy1,381794,1625
32301,IN-23,F,20210816,policy1,381175,1536
32302,IN-35,F,20210816,policy3,968009,1013
32302,IN-35,F,20210816,policy3,968009,1013
32303,IN-26,I,20210816,policy1,316209,3500
32303,IN-26,I,20210816,policy1,316209,3500
32304,IN-30,G,20210816,policy3,410652,4413
32305,IN-13,G,20210816,policy2,844225,1294
32305,IN-13,G,20210816,policy2,844225,1294
32306,IN-14,F,20210816,policy1,355529,3095
32306,IN-14,F,20210816,policy1,355529,3095
32307,IN-28,B,20210816,policy3,301576,3976
32307,IN-28,B,20210816,policy3,301576,3976
32308,IN-20,F,20210816,policy1,967688,4663
32308,IN-20,F,20210816,policy1,967688,4663
32308,IN-20,F,20210816,policy1,967688,4663
32308,IN-20,F,20210816,policy1,967688,4663
32309,IN-4,F,20210816,policy1,599977,690
32310,IN-26,I,20210816,policy2,167380,4450
32310,IN-26,I,20210816,policy2,167380,4450
32311,IN-33,G,20210816,policy5,228763,4150
32311,IN-33,G,20210816,policy5,228763,4150
32312,IN-2,F,20210816,policy5,799947,2193
32313,IN-19,B,20210816,policy3,396270,1778
32313,IN-19,B,20210816,policy3,396270,1778
32314,IN-11,G,20210816,policy5,292266,4421
32315,IN-5,G,20210816,policy3,729386,4566
32316,IN-16,B,20210816,policy1,268043,2076
32316,IN-16,B,20210816,policy1,268043,2076
32316,IN-16,B,20210816,policy1,268043,2076
32316,IN-16,B,20210816,policy1,268043,2076
32317,IN-4,G,20210816,policy3,50001,1374
32318,IN-10,G,20210816,policy5,246392,3997
32318,IN-10,G,20210816,policy5,246392,3997
32318,IN-10,G,20210816,policy5,246392,3997
32319,IN-22,B,20210816,policy4,258256,4467
32320,IN-21,G,20210816,policy1,317206,4961
32320,IN-21,G,20210816,policy1,317206,4961
32320,IN-21,G,20210816,policy1,317206,4961
32321,IN-21,I,20210816,policy1,370318,1739
32321,IN-21,I,20210816,policy1,370318,1739
32322,IN-28,B,20210816,policy5,725937,2708
32322,IN-28,B,20210816,policy5,725937,2708
32323,IN-5,F,20210816,policy3,224723,3688
32324,IN-19,G,20210816,policy1,761906,3649
32324,IN-19,G,20210816,policy1,761906,3649
32325,IN-22,F,20210816,policy5,395014,2231
32326,IN-14,G,20210816,policy5,852464,4451
32327,IN-3,I,20210816,policy4,130593,4517
32327,IN-3,I,20210816,policy4,130593,4517
32328,IN-12,B,20210816,policy1,777851,4061
32328,IN-12,B,20210816,policy1,777851,4061
32328,IN-12,B,20210816,policy1,777851,4061
32329,IN-11,I,20210816,policy2,543341,1070
32330,IN-2,F,20210816,policy1,340593,4048
32330,IN-2,F,20210816,policy1,340593,4048
32331,IN-12,F,20210816,policy2,406262,2204
32332,IN-5,B,20210816,policy1,365197,1953
32332,IN-5,B,20210816,policy1,365197,1953
32333,IN-5,B,20210816,policy4,660097,1747
32334,IN-13,G,20210816,policy3,553008,754
32335,IN-12,B,20210816,policy3,191159,4432
32335,IN-12,B,20210816,policy3,191159,4432
32336,IN-14,F,20210816,policy3,435559,1469
32336,IN-14,F,20210816,policy3,435559,1469
32336,IN-14,F,20210816,policy3,435559,1469
32336,IN-14,F,20210816,policy3,435559,1469
32337,IN-6,B,20210816,policy4,779160,4589
32338,IN-3,F,20210817,policy3,222961,4293
32339,IN-15,G,20210817,policy5,526042,4567
32340,IN-34,B,20210817,policy4,93289,3107
32341,IN-14,B,20210817,policy2,382770,4619
32341,IN-14,B,20210817,policy2,382770,4619
32342,IN-8,G,20210817,policy3,170334,4941
32342,IN-8,G,20210817,policy3,170334,4941
32342,IN-8,G,20210817,policy3,170334,4941
32342,IN-8,G,20210817,policy3,170334,4941
32343,IN-35,G,20210817,policy2,139731,3568
32344,IN-11,G,20210817,policy4,446243,3617
32344,IN-11,G,20210817,policy4,446243,3617
32345,IN-15,G,20210817,policy1,179704,1623
32346,IN-21,B,20210817,policy3,776033,2077
32346,IN-21,B,20210817,policy3,776033,2077
32346,IN-21,B,20210817,policy3,776033,2077
32346,IN-21,B,20210817,policy3,776033,2077
32347,IN-7,G,20210817,policy1,332123,4428
32347,IN-7,G,20210817,policy1,332123,4428
32347,IN-7,G,20210817,policy1,332123,4428
32348,IN-5,I,20210817,policy1,415723,2564
32348,IN-5,I,20210817,policy1,415723,2564
32349,IN-8,G,20210817,policy5,66501,4319
32349,IN-8,G,20210817,policy5,66501,4319
32349,IN-8,G,20210817,policy5,66501,4319
32350,IN-17,B,20210817,policy1,372471,4796
32351,IN-23,I,20210817,policy5,653789,909
32352,IN-15,B,20210817,policy2,908682,2144
32353,IN-9,I,20210817,policy5,220891,553
32353,IN-9,I,20210817,policy5,220891,553
32354,IN-33,B,20210817,policy1,610814,2171
32354,IN-33,B,20210817,policy1,610814,2171
32355,IN-5,F,20210817,policy1,416992,4353
32356,IN-5,F,20210817,policy5,865969,3550
32357,IN-2,B,20210817,policy2,973860,1756
32358,IN-25,B,20210817,policy1,329919,2250
32359,IN-9,F,20210817,policy2,984955,4457
32359,IN-9,F,20210817,policy2,984955,4457
32360,IN-13,F,20210817,policy2,267329,1753
32360,IN-13,F,20210817,policy2,267329,1753
32360,IN-13,F,20210817,policy2,267329,1753
32361,IN-14,F,20210817,policy5,989462,2100
32361,IN-14,F,20210817,policy5,989462,2100
32362,IN-20,B,20210817,policy3,869822,3565
32362,IN-20,B,20210817,policy3,869822,3565
32363,IN-30,G,20210817,policy2,666034,4698
32364,IN-32,G,20210817,policy3,136992,3284
32365,IN-19,F,20210817,policy5,101763,3120
32366,IN-3,F,20210817,policy1,181168,3885
32367,IN-29,G,20210817,policy5,330303,3040
32368,IN-10,B,20210817,policy5,856839,3580
32369,IN-10,B,20210817,policy5,236136,3140
32369,IN-10,B,20210817,policy5,236136,3140
32370,IN-15,B,20210817,policy5,348475,2684
32370,IN-15,B,20210817,policy5,348475,2684
32371,IN-29,F,20210818,policy1,123721,4654
32371,IN-29,F,20210818,policy1,123721,4654
32372,IN-23,I,20210818,policy3,205169,2854
32372,IN-23,I,20210818,policy3,205169,2854
32372,IN-23,I,20210818,policy3,205169,2854
32373,IN-33,I,20210818,policy2,152323,4464
32373,IN-33,I,20210818,policy2,152323,4464
32374,IN-15,I,20210818,policy4,170872,679
32375,IN-33,B,20210818,policy2,165506,1772
32375,IN-33,B,20210818,policy2,165506,1772
32376,IN-30,F,20210818,policy4,141178,1751
32377,IN-10,G,20210818,policy5,72687,1121
32378,IN-20,I,20210818,policy2,746151,2924
32378,IN-20,I,20210818,policy2,746151,2924
32379,IN-3,G,20210818,policy2,796596,705
32380,IN-25,F,20210818,policy5,321392,3455
32380,IN-25,F,20210818,policy5,321392,3455
32381,IN-11,B,20210818,policy3,813123,2402
32382,IN-8,I,20210818,policy4,379969,3048
32383,IN-30,G,20210818,policy2,179894,4847
32384,IN-20,F,20210818,policy3,285483,4360
32384,IN-20,F,20210818,policy3,285483,4360
32385,IN-5,G,20210818,policy2,479567,2700
32385,IN-5,G,20210818,policy2,479567,2700
32386,IN-31,F,20210818,policy3,117481,2319
32387,IN-15,F,20210819,policy3,401936,3448
32388,IN-24,B,20210820,policy3,267122,3389
32388,IN-24,B,20210820,policy3,267122,3389
32388,IN-24,B,20210820,policy3,267122,3389
32389,IN-29,I,20210820,policy2,52652,1262
32389,IN-29,I,20210820,policy2,52652,1262
32389,IN-29,I,20210820,policy2,52652,1262
32390,IN-33,B,20210820,policy3,142549,2846
32390,IN-33,B,20210820,policy3,142549,2846
32391,IN-10,G,20210820,policy1,263178,3430
32391,IN-10,G,20210820,policy1,263178,3430
32392,IN-25,I,20210820,policy2,521679,2845
32392,IN-25,I,20210820,policy2,521679,2845
32393,IN-29,G,20210820,policy4,771209,709
32393,IN-29,G,20210820,policy4,771209,709
32394,IN-9,B,20210820,policy1,505337,4662
32395,IN-23,I,20210820,policy1,484787,925
32396,IN-7,G,20210820,policy5,171692,4534
32397,IN-26,G,20210820,policy1,327706,4824
32397,IN-26,G,20210820,policy1,327706,4824
32397,IN-26,G,20210820,policy1,327706,4824
32398,IN-27,F,20210820,policy1,395086,4963
32398,IN-27,F,20210820,policy1,395086,4963
32399,IN-1,F,20210820,policy3,982437,2753
32400,IN-33,I,20210820,policy4,598651,2742
32400,IN-33,I,20210820,policy4,598651,2742
32401,IN-7,G,20210820,policy1,408682,3479
32401,IN-7,G,20210820,policy1,408682,3479
32402,IN-34,F,20210820,policy5,746085,4474
32402,IN-34,F,20210820,policy5,746085,4474
32403,IN-26,G,20210820,policy1,595629,3607
32404,IN-18,G,20210820,policy1,177726,1816
32405,IN-1,F,20210821,policy1,108519,3547
32406,IN-18,G,20210821,policy5,176255,3458
32407,IN-2,G,20210821,policy3,432755,2868
32408,IN-24,I,20210821,policy3,277487,3808
32409,IN-2,G,20210821,policy2,236109,4432
32409,IN-2,G,20210821,policy2,236109,4432
32409,IN-2,G,20210821,policy2,236109,4432
32410,IN-13,B,20210821,policy2,197469,4563
32411,IN-32,G,20210821,policy1,794283,4580
32412,IN-18,I,20210821,policy3,244024,4367
32413,IN-28,F,20210821,policy2,431632,1393
32413,IN-28,F,20210821,policy2,431632,1393
32414,IN-12,G,20210821,policy5,914541,4644
32414,IN-12,G,20210821,policy5,914541,4644
32415,IN-12,G,20210821,policy5,260694,3523
32416,IN-34,G,20210821,policy5,887009,1655
32416,IN-34,G,20210821,policy5,887009,1655
32416,IN-34,G,20210821,policy5,887009,1655
32417,IN-1,G,20210821,policy5,970562,4865
32417,IN-1,G,20210821,policy5,970562,4865
32418,IN-34,G,20210821,policy2,734483,1148
32419,IN-13,G,20210821,policy3,182806,3523
32420,IN-5,B,20210821,policy2,860975,1086
32420,IN-5,B,20210821,policy2,860975,1086
32421,IN-7,G,20210821,policy5,238920,631
32421,IN-7,G,20210821,policy5,238920,631
32422,IN-13,G,20210821,policy2,320062,4494
32422,IN-13,G,20210821,policy2,320062,4494
32422,IN-13,G,20210821,policy2,320062,4494
32423,IN-20,G,20210821,policy4,441394,3541
32424,IN-32,B,20210821,policy1,246127,1662
32424,IN-32,B,20210821,policy1,246127,1662
32425,IN-28,B,20210821,policy4,699016,1666
32426,IN-10,G,20210821,policy5,96993,4382
32427,IN-17,I,20210821,policy4,789137,2889
32428,IN-35,I,20210821,policy2,593771,3154
32428,IN-35,I,20210821,policy2,593771,3154
32429,IN-21,I,20210821,policy2,489623,3933
32430,IN-35,B,20210822,policy5,778649,4412
32430,IN-35,B,20210822,policy5,778649,4412
32431,IN-3,F,20210822,policy1,242468,4217
32432,IN-35,F,20210822,policy5,176313,4523
32433,IN-31,I,20210822,policy1,393766,678
32433,IN-31,I,20210822,policy1,393766,678
32434,IN-31,F,20210822,policy2,781320,1160
32435,IN-31,G,20210822,policy2,234156,3540
32435,IN-31,G,20210822,policy2,234156,3540
32435,IN-31,G,20210822,policy2,234156,3540
32436,IN-3,F,20210822,policy3,220592,1643
32436,IN-3,F,20210822,policy3,220592,1643
32437,IN-5,G,20210822,policy2,514027,2518
32438,IN-5,F,20210822,policy4,473411,3019
32438,IN-5,F,20210822,policy4,473411,3019
32439,IN-24,F,20210822,policy1,509637,1297
32439,IN-24,F,20210822,policy1,509637,1297
32439,IN-24,F,20210822,policy1,509637,1297
32440,IN-12,G,20210822,policy2,80811,2053
32441,IN-18,B,20210822,policy4,500850,4516
32442,IN-23,G,20210822,policy4,109141,4323
32442,IN-23,G,20210822,policy4,109141,4323
32442,IN-23,G,20210822,policy4,109141,4323
32442,IN-23,G,20210822,policy4,109141,4323
32443,IN-6,I,20210822,policy3,845614,4208
32444,IN-5,B,20210822,policy3,492151,599
32445,IN-22,F,20210822,policy1,275258,1566
32446,IN-18,F,20210822,policy3,375061,1150
32447,IN-7,G,20210822,policy2,790743,4445
32447,IN-7,G,20210822,policy2,790743,4445
32447,IN-7,G,20210822,policy2,790743,4445
32448,IN-27,I,20210822,policy4,522670,1509
32448,IN-27,I,20210822,policy4,522670,1509
32448,IN-27,I,20210822,policy4,522670,1509
32449,IN-6,F,20210822,policy2,314754,2651
32450,IN-3,F,20210822,policy4,656223,4500
32451,IN-16,I,20210822,policy5,708848,1634
32451,IN-16,I,20210822,policy5,708848,1634
32452,IN-3,G,20210822,policy3,459262,4431
32453,IN-25,B,20210822,policy5,633254,610
32453,IN-25,B,20210822,policy5,633254,610
32454,IN-23,B,20210822,policy2,705545,2272
32455,IN-12,G,20210822,policy4,82380,661
32455,IN-12,G,20210822,policy4,82380,661
32455,IN-12,G,20210822,policy4,82380,661
32456,IN-23,I,20210822,policy1,938418,3447
32456,IN-23,I,20210822,policy1,938418,3447
32457,IN-30,B,20210822,policy3,398391,2649
32457,IN-30,B,20210822,policy3,398391,2649
32457,IN-30,B,20210822,policy3,398391,2649
32458,IN-34,B,20210823,policy4,227896,2867
32458,IN-34,B,20210823,policy4,227896,2867
32459,IN-23,F,20210823,policy2,763641,4809
32460,IN-2,G,20210823,policy1,963284,1256
32461,IN-9,G,20210823,policy4,1000000,2296
32461,IN-9,G,20210823,policy4,1000000,2296
32461,IN-9,G,20210823,policy4,1000000,2296
32462,IN-22,G,20210823,policy4,247832,4925
32463,IN-1,G,20210823,policy1,340559,2240
32464,IN-30,G,20210823,policy1,220560,4536
32464,IN-30,G,20210823,policy1,220560,4536
32465,IN-20,F,20210823,policy1,414931,3406
32466,IN-4,G,20210823,policy3,286176,3605
32467,IN-33,G,20210823,policy4,166481,4394
32467,IN-33,G,20210823,policy4,166481,4394
32468,IN-35,G,20210823,policy4,980709,3903
32468,IN-35,G,20210823,policy4,980709,3903
32468,IN-35,G,20210823,policy4,980709,3903
32469,IN-1,G,20210823,policy1,982688,2534
32470,IN-16,F,20210823,policy5,172518,2171
32470,IN-16,F,20210823,policy5,172518,2171
32471,IN-24,G,20210823,policy3,226716,1172
32472,IN-5,B,20210823,policy2,168905,1575
32472,IN-5,B,20210823,policy2,168905,1575
32473,IN-33,B,20210823,policy5,410883,4429
32473,IN-33,B,20210823,policy5,410883,4429
32474,IN-3,G,20210823,policy1,236176,4567
32475,IN-13,G,20210823,policy2,806444,4416
32476,IN-30,I,20210823,policy1,606374,681
32477,IN-8,B,20210823,policy5,221352,2249
32478,IN-33,F,20210823,policy1,813519,1775
32478,IN-33,F,20210823,policy1,813519,1775
32479,IN-22,G,20210823,policy4,226337,4847
32480,IN-12,B,20210823,policy1,168924,2632
32481,IN-17,I,20210823,policy3,774009,4743
32482,IN-7,G,20210823,policy1,488414,2587
32482,IN-7,G,20210823,policy1,488414,2587
32482,IN-7,G,20210823,policy1,488414,2587
32482,IN-7,G,20210823,policy1,488414,2587
32483,IN-11,G,20210823,policy4,513337,4787
32484,IN-29,G,20210823,policy2,411683,1590
32485,IN-31,G,20210823,policy2,183643,791
32485,IN-31,G,20210823,policy2,183643,791
32485,IN-31,G,20210823,policy2,183643,791
32486,IN-10,G,20210823,policy3,537152,3425
32487,IN-10,G,20210823,policy5,272184,1344
32488,IN-22,G,20210823,policy5,584114,1150
32488,IN-22,G,20210823,policy5,584114,1150
32488,IN-22,G,20210823,policy5,584114,1150
32489,IN-10,G,20210823,policy5,193972,1863
32490,IN-33,F,20210823,policy2,679832,2311
32491,IN-21,F,20210823,policy3,613354,4042
32492,IN-21,G,20210823,policy2,159701,3465
32492,IN-21,G,20210823,policy2,159701,3465
32493,IN-14,B,20210823,policy3,191087,606
32494,IN-20,B,20210823,policy2,773353,4897
32494,IN-20,B,20210823,policy2,773353,4897
32495,IN-22,F,20210823,policy1,310564,3630
32496,IN-17,G,20210823,policy2,213199,2277
32496,IN-17,G,20210823,policy2,213199,2277
32497,IN-2,B,20210823,policy1,316480,2579
32498,IN-11,G,20210824,policy2,160358,2523
32498,IN-11,G,20210824,policy2,160358,2523
32499,IN-9,G,20210824,policy3,501113,1936
32500,IN-19,G,20210824,policy4,767271,1581
32501,IN-32,F,20210824,policy3,984101,1744
32502,IN-20,I,20210824,policy4,834540,3530
32503,IN-5,G,20210824,policy2,283212,805
32504,IN-10,G,20210824,policy5,413258,4496
32505,IN-4,B,20210824,policy5,558343,3756
32506,IN-21,I,20210824,policy5,129926,1829
32507,IN-34,B,20210824,policy4,776624,3817
32508,IN-29,F,20210824,policy1,765327,747
32509,IN-26,G,20210824,policy5,159835,4806
32510,IN-25,G,20210824,policy4,847573,4502
32510,IN-25,G,20210824,policy4,847573,4502
32511,IN-13,G,20210824,policy1,601161,2163
32511,IN-13,G,20210824,policy1,601161,2163
32512,IN-20,G,20210824,policy2,310209,4492
32513,IN-19,B,20210824,policy5,246687,4598
32514,IN-23,F,20210824,policy5,866111,4508
32514,IN-23,F,20210824,policy5,866111,4508
32515,IN-19,G,20210824,policy1,590586,3421
32516,IN-17,B,20210824,policy1,498268,3138
32517,IN-4,G,20210824,policy1,722627,2198
32517,IN-4,G,20210824,policy1,722627,2198
32518,IN-34,G,20210824,policy2,175597,4897
32518,IN-34,G,20210824,policy2,175597,4897
32519,IN-12,B,20210824,policy4,302549,2644
32520,IN-21,B,20210824,policy2,583403,1553
32520,IN-21,B,20210824,policy2,583403,1553
32521,IN-2,F,20210824,policy1,696722,2057
32522,IN-15,I,20210824,policy1,163766,4451
32523,IN-3,G,20210824,policy3,297569,2931
32524,IN-5,G,20210824,policy4,340238,2440
32525,IN-9,I,20210824,policy4,181065,1901
32525,IN-9,I,20210824,policy4,181065,1901
32526,IN-20,B,20210824,policy2,734116,4420
32527,IN-20,G,20210824,policy2,395246,3920
32527,IN-20,G,20210824,policy2,395246,3920
32528,IN-23,G,20210824,policy2,299540,4380
32529,IN-30,I,20210824,policy2,749973,4182
32530,IN-3,F,20210824,policy5,129906,3657
32531,IN-14,B,20210824,policy3,768985,1779
32531,IN-14,B,20210824,policy3,768985,1779
32531,IN-14,B,20210824,policy3,768985,1779
32532,IN-12,B,20210824,policy3,788613,4824
32532,IN-12,B,20210824,policy3,788613,4824
32533,IN-13,F,20210824,policy4,300509,3933
32533,IN-13,F,20210824,policy4,300509,3933
32534,IN-5,G,20210824,policy2,884954,2115
32534,IN-5,G,20210824,policy2,884954,2115
32535,IN-8,F,20210825,policy1,979301,1138
32536,IN-23,B,20210825,policy2,153932,3799
32537,IN-4,F,20210825,policy5,507959,1825
32538,IN-32,F,20210825,policy1,751627,3512
32538,IN-32,F,20210825,policy1,751627,3512
32539,IN-32,G,20210825,policy5,579983,3057
32539,IN-32,G,20210825,policy5,579983,3057
32539,IN-32,G,20210825,policy5,579983,3057
32540,IN-27,G,20210825,policy5,676453,1223
32540,IN-27,G,20210825,policy5,676453,1223
32541,IN-18,B,20210825,policy2,738849,3103
32542,IN-13,G,20210825,policy1,342219,3384
32543,IN-5,F,20210825,policy5,188195,2701
32544,IN-33,I,20210825,policy2,188632,4263
32545,IN-20,I,20210825,policy4,225497,4086
32545,IN-20,I,20210825,policy4,225497,4086
32546,IN-4,G,20210825,policy1,123511,3469
32546,IN-4,G,20210825,policy1,123511,3469
32547,IN-8,G,20210825,policy4,806838,1656
32547,IN-8,G,20210825,policy4,806838,1656
32547,IN-8,G,20210825,policy4,806838,1656
32548,IN-29,B,20210825,policy3,554870,3931
32548,IN-29,B,20210825,policy3,554870,3931
32549,IN-22,B,20210825,policy4,414605,1616
32549,IN-22,B,20210825,policy4,414605,1616
32550,IN-28,F,20210825,policy2,157207,1515
32550,IN-28,F,20210825,policy2,157207,1515
32551,IN-33,I,20210825,policy4,329728,3163
32552,IN-16,G,20210825,policy5,598824,2903
32553,IN-21,G,20210825,policy1,194249,3594
32553,IN-21,G,20210825,policy1,194249,3594
32553,IN-21,G,20210825,policy1,194249,3594
32553,IN-21,G,20210825,policy1,194249,3594
32554,IN-18,I,20210825,policy4,795333,3468
32555,IN-10,G,20210825,policy1,471272,4037
32556,IN-32,F,20210825,policy5,692470,2496
32557,IN-22,G,20210825,policy1,63219,1131
32558,IN-33,F,20210826,policy1,735686,4502
32559,IN-32,G,20210826,policy3,989026,4521
32560,IN-5,G,20210826,policy2,278304,1038
32560,IN-5,G,20210826,policy2,278304,1038
32561,IN-32,B,20210826,policy2,342852,4233
32562,IN-5,B,20210826,policy4,492107,4409
32562,IN-5,B,20210826,policy4,492107,4409
32562,IN-5,B,20210826,policy4,492107,4409
32563,IN-34,G,20210826,policy5,683544,4831
32563,IN-34,G,20210826,policy5,683544,4831
32564,IN-33,F,20210826,policy1,368347,2859
32564,IN-33,F,20210826,policy1,368347,2859
32564,IN-33,F,20210826,policy1,368347,2859
32565,IN-2,G,20210826,policy1,611157,1687
32566,IN-19,F,20210826,policy2,597463,955
32567,IN-12,B,20210826,policy3,666219,4591
32568,IN-5,I,20210826,policy5,719856,3613
32568,IN-5,I,20210826,policy5,719856,3613
32569,IN-12,G,20210826,policy4,481035,1697
32570,IN-1,I,20210826,policy5,397686,4366
32571,IN-19,I,20210827,policy2,517503,3033
32572,IN-34,I,20210827,policy4,662194,3638
32572,IN-34,I,20210827,policy4,662194,3638
32573,IN-10,G,20210827,policy2,982894,1750
32573,IN-10,G,20210827,policy2,982894,1750
32574,IN-4,G,20210827,policy3,684708,737
32574,IN-4,G,20210827,policy3,684708,737
32575,IN-16,G,20210827,policy3,255870,4859
32575,IN-16,G,20210827,policy3,255870,4859
32576,IN-11,I,20210827,policy4,367447,4093
32577,IN-9,G,20210827,policy2,811129,4407
32578,IN-35,F,20210827,policy3,359416,1338
32579,IN-7,G,20210827,policy3,764407,4624
32579,IN-7,G,20210827,policy3,764407,4624
32580,IN-14,F,20210827,policy2,500752,1684
32580,IN-14,F,20210827,policy2,500752,1684
32580,IN-14,F,20210827,policy2,500752,1684
32581,IN-28,G,20210827,policy4,159565,4200
32582,IN-13,G,20210827,policy5,963098,4065
32583,IN-33,I,20210828,policy3,502464,3063
32584,IN-32,F,20210828,policy5,83293,1452
32585,IN-4,G,20210828,policy3,655369,4195
32586,IN-8,G,20210828,policy5,373870,2873
32587,IN-31,G,20210901,policy5,869978,1061
32588,IN-23,G,20210901,policy4,206610,3734
32589,IN-1,B,20210901,policy3,580819,4860
32589,IN-1,B,20210901,policy3,580819,4860
32590,IN-3,B,20210901,policy5,863328,3190
32590,IN-3,B,20210901,policy5,863328,3190
32591,IN-30,F,20210901,policy5,467000,4753
32592,IN-22,I,20210901,policy4,870281,4658
32593,IN-8,B,20210901,policy3,433431,3056
32593,IN-8,B,20210901,policy3,433431,3056
32594,IN-14,F,20210901,policy3,986525,2475
32595,IN-19,G,20210901,policy1,182143,2563
32596,IN-29,F,20210901,policy5,776496,1190
32597,IN-3,B,20210901,policy2,417036,4041
32597,IN-3,B,20210901,policy2,417036,4041
32597,IN-3,B,20210901,policy2,417036,4041
32598,IN-21,G,20210901,policy1,959969,4522
32599,IN-28,F,20210901,policy2,122167,3537
32600,IN-4,B,20210901,policy5,151280,1225
32601,IN-19,B,20210901,policy3,945523,4365
32602,IN-10,G,20210901,policy1,334447,2253
32602,IN-10,G,20210901,policy1,334447,2253
32602,IN-10,G,20210901,policy1,334447,2253
32603,IN-10,I,20210901,policy4,456701,1139
32603,IN-10,I,20210901,policy4,456701,1139
32604,IN-24,G,20210901,policy5,839827,4564
32605,IN-16,F,20210902,policy5,197248,2931
32606,IN-31,I,20210902,policy2,175680,3863
32606,IN-31,I,20210902,policy2,175680,3863
32607,IN-15,I,20210902,policy5,686101,1738
32608,IN-10,B,20210902,policy3,770229,1299
